# Symbol baseline: rust/crates/openpage/src/webpage/mod.rs
# Generated: 2026-07-22
# Format: line | kind | owner | visibility | role | normalized signature
# Count: 1014
44 | item | - | pub | code | pub enum WebMode
6101 | method | impl WebPage | pub | code | pub fn s_eles<'a, L>(&self, locator: L) -> OpenPageResult<Vec<SessionElement>> where L: Into<LocatorInput<'a>>,
6109 | method | impl WebPage | pub | code | pub fn snapshot_find_by(&self, by: &str, value: &str) -> OpenPageResult<SessionElement>
6116 | method | impl WebPage | pub | code | pub fn snapshot_find_all_by( &self, by: &str, value: &str, ) -> OpenPageResult<Vec<SessionElement>>
6127 | method | impl WebPage | pub | code | pub fn snapshot_query_xpath( &self, expression: &str, ) -> OpenPageResult<Vec<SessionXPathResult>>
6137 | method | impl WebPage | pub | code | pub fn snapshot_root(&self) -> OpenPageResult<SessionElement>
6144 | method | impl WebPage | pub | code | pub fn run_js(&self, expression: &str) -> OpenPageResult<Value>
6153 | method | impl WebPage | pub | code | pub fn run_js_with_args( &self, script: &str, args: &[Value], as_expr: bool, ) -> OpenPageResult<Value>
6167 | method | impl WebPage | pub | code | pub fn run_js_with_options( &self, script: &str, args: &[Value], as_expr: bool, timeout_ms: Option<u64>, ) -> OpenPageResult<Value>
6183 | method | impl WebPage | pub | code | pub fn run_js_loaded(&self, script: &str) -> OpenPageResult<Value>
6192 | method | impl WebPage | pub | code | pub fn run_js_loaded_with_args( &self, script: &str, args: &[Value], as_expr: bool, ) -> OpenPageResult<Value>
6206 | method | impl WebPage | pub | code | pub fn run_js_loaded_with_options( &self, script: &str, args: &[Value], as_expr: bool, timeout_ms: Option<u64>, ) -> OpenPageResult<Value>
6222 | method | impl WebPage | pub | code | pub fn run_async_js(&self, script: &str) -> OpenPageResult<()>
6231 | method | impl WebPage | pub | code | pub fn run_async_js_with_args( &self, script: &str, args: &[Value], as_expr: bool, ) -> OpenPageResult<()>
6245 | method | impl WebPage | pub | code | pub fn run_async_js_with_options( &self, script: &str, args: &[Value], as_expr: bool, timeout_ms: Option<u64>, ) -> OpenPageResult<()>
6261 | method | impl WebPage | pub | code | pub fn stop_loading(&self) -> OpenPageResult<()>
6270 | method | impl WebPage | pub | code | pub fn execute_cdp<T>(&self, command: T) -> OpenPageResult<T::Response> where T: Command,
6282 | method | impl WebPage | pub | code | pub fn run_cdp<T>(&self, command: T) -> OpenPageResult<T::Response> where T: Command,
6294 | method | impl WebPage | pub | code | pub fn execute_cdp_loaded<T>(&self, command: T) -> OpenPageResult<T::Response> where T: Command,
6306 | method | impl WebPage | pub | code | pub fn run_cdp_loaded<T>(&self, command: T) -> OpenPageResult<T::Response> where T: Command,
6318 | method | impl WebPage | pub | code | pub fn set_user_agent(&self, user_agent: &str, platform: Option<&str>) -> OpenPageResult<()>
6325 | method | impl WebPage | pub | code | pub fn activate(&self) -> OpenPageResult<()>
6329 | method | impl WebPage | pub | code | pub fn set_headers<'a, H>(&self, headers: H) -> OpenPageResult<()> where H: Into<HeadersInput<'a>>,
6339 | method | impl WebPage | pub | code | pub fn set_session_storage(&self, item: &str, value: Option<&str>) -> OpenPageResult<()>
6343 | method | impl WebPage | pub | code | pub fn session_storage(&self, item: Option<&str>) -> OpenPageResult<Option<Value>>
6350 | method | impl WebPage | pub | code | pub fn set_local_storage(&self, item: &str, value: Option<&str>) -> OpenPageResult<()>
6354 | method | impl WebPage | pub | code | pub fn local_storage(&self, item: Option<&str>) -> OpenPageResult<Option<Value>>
6361 | method | impl WebPage | pub | code | pub fn add_init_js(&self, script: &str) -> OpenPageResult<String>
6370 | method | impl WebPage | pub | code | pub fn remove_init_js(&self, script_id: Option<&str>) -> OpenPageResult<()>
6379 | method | impl WebPage | pub | code | pub fn clear_cache( &self, session_storage: bool, local_storage: bool, cache: bool, cookies: bool, ) -> OpenPageResult<()>
6395 | method | impl WebPage | pub | code | pub fn set_permission( &self, name: &str, setting: &str, origin: Option<&str>, embedded_origin: Option<&str>, ) -> OpenPageResult<String>
6411 | method | impl WebPage | pub | code | pub fn reset_permissions(&self) -> OpenPageResult<()>
6420 | method | impl WebPage | pub | code | pub fn clipboard_read_text(&self) -> OpenPageResult<String>
6429 | method | impl WebPage | pub | code | pub fn clipboard_write_text(&self, text: &str) -> OpenPageResult<()>
6438 | method | impl WebPage | pub | code | pub fn cookies_to_session(&self, copy_user_agent: bool) -> OpenPageResult<()>
6453 | method | impl WebPage | pub | code | pub fn cookies_to_browser(&self) -> OpenPageResult<()>
6469 | item | - | pub | code | pub fn close(&self, others: bool, session: bool) -> OpenPageResult<()>
6493 | item | - | pub | code | pub fn close_with_options(&self, others: bool, session: bool) -> OpenPageResult<()>
6497 | item | - | pub | code | pub fn close_driver(self) -> OpenPageResult<SessionPage>
6507 | item | - | pub | code | pub fn close_session(self) -> OpenPageResult<Page>
6516 | item | - | pub | code | pub fn quit(&self) -> OpenPageResult<()>
6520 | item | - | pub | code | pub fn reconnect(&self, wait_ms: u64) -> OpenPageResult<Self>
6533 | item | - | pub | code | pub fn with_target(&self, target_id: &str) -> OpenPageResult<Self>
6543 | item | - | pub | code | pub fn disconnect(self) -> OpenPageResult<DisconnectedWebPage>
6553 | item | - | pub | code | pub fn set_auto_alert_action( &self, accept: Option<bool>, prompt_text: Option<&str>, ) -> OpenPageResult<()>
6561 | item | - | private | code | fn wait_for_change<F>(&self, timeout_ms: u64, mut predicate: F) -> OpenPageResult<bool> where F: FnMut(&Self) -> OpenPageResult<bool>,
6578 | item | - | private | code | fn set_mode(&self, mode: WebMode) -> OpenPageResult<()>
6591 | method | impl<'a> WebElementClicker<'a> | private | code | fn browser_clicker(&self) -> OpenPageResult<ElementClicker<'a>>
6600 | method | impl<'a> WebElementClicker<'a> | pub | code | pub fn left(&self) -> OpenPageResult<bool>
6604 | method | impl<'a> WebElementClicker<'a> | pub | code | pub fn left_with_options( &self, by_js: Option<bool>, timeout_ms: Option<u64>, wait_stop: bool, ) -> OpenPageResult<bool>
6614 | method | impl<'a> WebElementClicker<'a> | pub | code | pub fn right(&self) -> OpenPageResult<()>
6618 | method | impl<'a> WebElementClicker<'a> | pub | code | pub fn middle(&self, get_tab: bool) -> OpenPageResult<Option<BrowserTabReference>>
6624 | method | impl<'a> WebElementClicker<'a> | pub | code | pub fn multi(&self, times: u32) -> OpenPageResult<()>
6628 | method | impl<'a> WebElementClicker<'a> | pub | code | pub fn at( &self, offset_x: Option<f64>, offset_y: Option<f64>, button: &str, count: u32, ) -> OpenPageResult<()>
6638 | method | impl<'a> WebElementClicker<'a> | pub | code | pub fn to_upload<'b, F>( &self, files: F, timeout_ms: Option<u64>, by_js: bool, ) -> OpenPageResult<bool> where F: Into<UploadFilesInput<'b>>,
6650 | method | impl<'a> WebElementClicker<'a> | pub | code | pub fn to_download( &self, save_path: Option<&str>, rename: Option<&str>, suffix: Option<&str>, suffix_specified: bool, timeout_ms: Option<u64>, by_js: bool, new_tab: bool, ) -> OpenPageResult<Option<DownloadMission>>
6671 | method | impl<'a> WebElementClicker<'a> | pub | code | pub fn for_new_tab( &self, timeout_ms: Option<u64>, by_js: bool, ) -> OpenPageResult<Option<BrowserTabReference>>
6683 | method | impl WebElementScroller<'_> | pub | code | pub fn to_top(&self) -> OpenPageResult<()>
6687 | method | impl WebElementScroller<'_> | pub | code | pub fn to_bottom(&self) -> OpenPageResult<()>
6691 | method | impl WebElementScroller<'_> | pub | code | pub fn to_half(&self) -> OpenPageResult<()>
6695 | method | impl WebElementScroller<'_> | pub | code | pub fn to_rightmost(&self) -> OpenPageResult<()>
6699 | method | impl WebElementScroller<'_> | pub | code | pub fn to_leftmost(&self) -> OpenPageResult<()>
6703 | method | impl WebElementScroller<'_> | pub | code | pub fn to_location(&self, x: f64, y: f64) -> OpenPageResult<()>
6707 | method | impl WebElementScroller<'_> | pub | code | pub fn up(&self, pixels: f64) -> OpenPageResult<()>
6711 | method | impl WebElementScroller<'_> | pub | code | pub fn down(&self, pixels: f64) -> OpenPageResult<()>
6715 | method | impl WebElementScroller<'_> | pub | code | pub fn left(&self, pixels: f64) -> OpenPageResult<()>
6719 | method | impl WebElementScroller<'_> | pub | code | pub fn right(&self, pixels: f64) -> OpenPageResult<()>
6723 | method | impl WebElementScroller<'_> | pub | code | pub fn to_see(&self, center: Option<bool>) -> OpenPageResult<()>
6727 | method | impl WebElementScroller<'_> | pub | code | pub fn to_center(&self) -> OpenPageResult<()>
6733 | method | impl WebElementSetter<'_> | pub | code | pub fn inner_html(&self, html: &str) -> OpenPageResult<()>
6738 | method | impl WebElementSetter<'_> | pub | code | pub fn property(&self, name: &str, value: &Value) -> OpenPageResult<()>
6742 | method | impl WebElementSetter<'_> | pub | code | pub fn style(&self, name: &str, value: &str) -> OpenPageResult<()>
6746 | method | impl WebElementSetter<'_> | pub | code | pub fn attr(&self, name: &str, value: &str) -> OpenPageResult<()>
6750 | method | impl WebElementSetter<'_> | pub | code | pub fn value(&self, value: &str) -> OpenPageResult<()>
6757 | method | impl WebElementSelector<'_> | pub | code | pub fn by_text<'a, I>(&self, text: I) -> OpenPageResult<bool> where I: Into<ActionsInput<'a>>,
6764 | method | impl WebElementSelector<'_> | pub | code | pub fn by_text_with_timeout<'a, I>( &self, text: I, timeout_ms: Option<u64>, ) -> OpenPageResult<bool> where I: Into<ActionsInput<'a>>,
6775 | method | impl WebElementSelector<'_> | pub | code | pub fn by_value<'a, I>(&self, value: I) -> OpenPageResult<bool> where I: Into<ActionsInput<'a>>,
6782 | method | impl WebElementSelector<'_> | pub | code | pub fn by_value_with_timeout<'a, I>( &self, value: I, timeout_ms: Option<u64>, ) -> OpenPageResult<bool> where I: Into<ActionsInput<'a>>,
6793 | method | impl WebElementSelector<'_> | pub | code | pub fn by_index<I>(&self, index: I) -> OpenPageResult<bool> where I: Into<SelectIndexInput>,
6800 | method | impl WebElementSelector<'_> | pub | code | pub fn by_index_with_timeout<I>( &self, index: I, timeout_ms: Option<u64>, ) -> OpenPageResult<bool> where I: Into<SelectIndexInput>,
6811 | method | impl WebElementSelector<'_> | pub | code | pub fn by_indices(&self, indices: &[usize]) -> OpenPageResult<bool>
6815 | method | impl WebElementSelector<'_> | pub | code | pub fn by_indices_with_timeout( &self, indices: &[usize], timeout_ms: Option<u64>, ) -> OpenPageResult<bool>
6824 | method | impl WebElementSelector<'_> | pub | code | pub fn by_locator<'a, L>(&self, locator: L) -> OpenPageResult<bool> where L: Into<LocatorBatchInput<'a>>,
6831 | method | impl WebElementSelector<'_> | pub | code | pub fn by_locator_with_timeout<'a, L>( &self, locator: L, timeout_ms: Option<u64>, ) -> OpenPageResult<bool> where L: Into<LocatorBatchInput<'a>>,
6843 | method | impl WebElementSelector<'_> | pub | code | pub fn by_option<'a, I>(&self, option: I) -> OpenPageResult<bool> where I: Into<WebSelectOptionInput<'a>>,
6850 | method | impl WebElementSelector<'_> | pub | code | pub fn by_options(&self, options: &[&WebElement]) -> OpenPageResult<bool>
6854 | method | impl WebElementSelector<'_> | pub | code | pub fn cancel_by_text<'a, I>(&self, text: I) -> OpenPageResult<bool> where I: Into<ActionsInput<'a>>,
6861 | method | impl WebElementSelector<'_> | pub | code | pub fn cancel_by_text_with_timeout<'a, I>( &self, text: I, timeout_ms: Option<u64>, ) -> OpenPageResult<bool> where I: Into<ActionsInput<'a>>,
6872 | method | impl WebElementSelector<'_> | pub | code | pub fn cancel_by_value<'a, I>(&self, value: I) -> OpenPageResult<bool> where I: Into<ActionsInput<'a>>,
6879 | method | impl WebElementSelector<'_> | pub | code | pub fn cancel_by_value_with_timeout<'a, I>( &self, value: I, timeout_ms: Option<u64>, ) -> OpenPageResult<bool> where I: Into<ActionsInput<'a>>,
6890 | method | impl WebElementSelector<'_> | pub | code | pub fn cancel_by_index<I>(&self, index: I) -> OpenPageResult<bool> where I: Into<SelectIndexInput>,
6897 | method | impl WebElementSelector<'_> | pub | code | pub fn cancel_by_index_with_timeout<I>( &self, index: I, timeout_ms: Option<u64>, ) -> OpenPageResult<bool> where I: Into<SelectIndexInput>,
6908 | method | impl WebElementSelector<'_> | pub | code | pub fn cancel_by_indices(&self, indices: &[usize]) -> OpenPageResult<bool>
6912 | method | impl WebElementSelector<'_> | pub | code | pub fn cancel_by_indices_with_timeout( &self, indices: &[usize], timeout_ms: Option<u64>, ) -> OpenPageResult<bool>
6921 | method | impl WebElementSelector<'_> | pub | code | pub fn cancel_by_locator<'a, L>(&self, locator: L) -> OpenPageResult<bool> where L: Into<LocatorBatchInput<'a>>,
6928 | method | impl WebElementSelector<'_> | pub | code | pub fn cancel_by_locator_with_timeout<'a, L>( &self, locator: L, timeout_ms: Option<u64>, ) -> OpenPageResult<bool> where L: Into<LocatorBatchInput<'a>>,
6940 | method | impl WebElementSelector<'_> | pub | code | pub fn cancel_by_option<'a, I>(&self, option: I) -> OpenPageResult<bool> where I: Into<WebSelectOptionInput<'a>>,
6947 | method | impl WebElementSelector<'_> | pub | code | pub fn cancel_by_options(&self, options: &[&WebElement]) -> OpenPageResult<bool>
6951 | method | impl WebElementSelector<'_> | pub | code | pub fn all(&self) -> OpenPageResult<()>
6955 | method | impl WebElementSelector<'_> | pub | code | pub fn clear(&self) -> OpenPageResult<()>
6959 | method | impl WebElementSelector<'_> | pub | code | pub fn invert(&self) -> OpenPageResult<()>
6963 | method | impl WebElementSelector<'_> | pub | code | pub fn is_multi(&self) -> OpenPageResult<bool>
6967 | method | impl WebElementSelector<'_> | pub | code | pub fn options(&self) -> OpenPageResult<Vec<WebElement>>
6971 | method | impl WebElementSelector<'_> | pub | code | pub fn selected_option(&self) -> OpenPageResult<Option<WebElement>>
6975 | method | impl WebElementSelector<'_> | pub | code | pub fn selected_options(&self) -> OpenPageResult<Vec<WebElement>>
6981 | method | impl WebElementStates<'_> | pub | code | pub fn is_in_viewport(&self) -> OpenPageResult<bool>
6985 | method | impl WebElementStates<'_> | pub | code | pub fn is_whole_in_viewport(&self) -> OpenPageResult<bool>
6989 | method | impl WebElementStates<'_> | pub | code | pub fn is_alive(&self) -> OpenPageResult<bool>
6993 | method | impl WebElementStates<'_> | pub | code | pub fn is_checked(&self) -> OpenPageResult<bool>
6997 | method | impl WebElementStates<'_> | pub | code | pub fn is_selected(&self) -> OpenPageResult<bool>
7001 | method | impl WebElementStates<'_> | pub | code | pub fn is_enabled(&self) -> OpenPageResult<bool>
7005 | method | impl WebElementStates<'_> | pub | code | pub fn is_displayed(&self) -> OpenPageResult<bool>
7009 | method | impl WebElementStates<'_> | pub | code | pub fn is_covered(&self) -> OpenPageResult<bool>
7013 | method | impl WebElementStates<'_> | pub | code | pub fn is_clickable(&self) -> OpenPageResult<bool>
7017 | method | impl WebElementStates<'_> | pub | code | pub fn has_rect(&self) -> OpenPageResult<bool>
7023 | method | impl WebElementRect<'_> | pub | code | pub fn corners(&self) -> OpenPageResult<Option<Vec<(f64, f64)>>>
7027 | method | impl WebElementRect<'_> | pub | code | pub fn viewport_corners(&self) -> OpenPageResult<Option<Vec<(f64, f64)>>>
7031 | method | impl WebElementRect<'_> | pub | code | pub fn location(&self) -> OpenPageResult<Option<(f64, f64)>>
7035 | method | impl WebElementRect<'_> | pub | code | pub fn viewport_location(&self) -> OpenPageResult<Option<(f64, f64)>>
7039 | method | impl WebElementRect<'_> | pub | code | pub fn screen_location(&self) -> OpenPageResult<Option<(f64, f64)>>
7043 | method | impl WebElementRect<'_> | pub | code | pub fn midpoint(&self) -> OpenPageResult<Option<(f64, f64)>>
7047 | method | impl WebElementRect<'_> | pub | code | pub fn viewport_midpoint(&self) -> OpenPageResult<Option<(f64, f64)>>
7051 | method | impl WebElementRect<'_> | pub | code | pub fn click_point(&self) -> OpenPageResult<Option<(f64, f64)>>
7055 | method | impl WebElementRect<'_> | pub | code | pub fn viewport_click_point(&self) -> OpenPageResult<Option<(f64, f64)>>
7059 | method | impl WebElementRect<'_> | pub | code | pub fn size(&self) -> OpenPageResult<Option<(f64, f64)>>
7063 | method | impl WebElementRect<'_> | pub | code | pub fn screen_midpoint(&self) -> OpenPageResult<Option<(f64, f64)>>
7067 | method | impl WebElementRect<'_> | pub | code | pub fn screen_click_point(&self) -> OpenPageResult<Option<(f64, f64)>>
7071 | method | impl WebElementRect<'_> | pub | code | pub fn scroll_position(&self) -> OpenPageResult<Option<(f64, f64)>>
7077 | method | impl WebElementWait<'_> | pub | code | pub fn displayed(&self, timeout_ms: u64) -> OpenPageResult<bool>
7081 | method | impl WebElementWait<'_> | pub | code | pub fn hidden(&self, timeout_ms: u64) -> OpenPageResult<bool>
7085 | method | impl WebElementWait<'_> | pub | code | pub fn enabled(&self, timeout_ms: u64) -> OpenPageResult<bool>
7089 | method | impl WebElementWait<'_> | pub | code | pub fn disabled(&self, timeout_ms: u64) -> OpenPageResult<bool>
7093 | method | impl WebElementWait<'_> | pub | code | pub fn deleted(&self, timeout_ms: u64) -> OpenPageResult<bool>
7097 | method | impl WebElementWait<'_> | pub | code | pub fn clickable(&self, timeout_ms: u64) -> OpenPageResult<bool>
7101 | method | impl WebElementWait<'_> | pub | code | pub fn has_rect(&self, timeout_ms: u64) -> OpenPageResult<bool>
7105 | method | impl WebElementWait<'_> | pub | code | pub fn covered(&self, timeout_ms: u64) -> OpenPageResult<bool>
7109 | method | impl WebElementWait<'_> | pub | code | pub fn not_covered(&self, timeout_ms: u64) -> OpenPageResult<bool>
7113 | method | impl WebElementWait<'_> | pub | code | pub fn disabled_or_deleted(&self, timeout_ms: u64) -> OpenPageResult<bool>
7117 | method | impl WebElementWait<'_> | pub | code | pub fn stop_moving(&self, timeout_ms: u64) -> OpenPageResult<bool>
7123 | method | impl WebPageScroller<'_> | pub | code | pub fn to_top(&self) -> OpenPageResult<()>
7127 | method | impl WebPageScroller<'_> | pub | code | pub fn to_bottom(&self) -> OpenPageResult<()>
7131 | method | impl WebPageScroller<'_> | pub | code | pub fn to_half(&self) -> OpenPageResult<()>
7135 | method | impl WebPageScroller<'_> | pub | code | pub fn to_rightmost(&self) -> OpenPageResult<()>
7139 | method | impl WebPageScroller<'_> | pub | code | pub fn to_leftmost(&self) -> OpenPageResult<()>
7143 | method | impl WebPageScroller<'_> | pub | code | pub fn to_location(&self, x: f64, y: f64) -> OpenPageResult<()>
7147 | method | impl WebPageScroller<'_> | pub | code | pub fn up(&self, pixels: f64) -> OpenPageResult<()>
7151 | method | impl WebPageScroller<'_> | pub | code | pub fn down(&self, pixels: f64) -> OpenPageResult<()>
7155 | method | impl WebPageScroller<'_> | pub | code | pub fn left(&self, pixels: f64) -> OpenPageResult<()>
7159 | method | impl WebPageScroller<'_> | pub | code | pub fn right(&self, pixels: f64) -> OpenPageResult<()>
7165 | method | impl WebPageSetter<'_> | pub | code | pub fn window(&self) -> WebPageWindowSetter<'_>
7169 | method | impl WebPageSetter<'_> | pub | code | pub fn cookie(&self) -> WebPageCookieSetter<'_>
7173 | method | impl WebPageSetter<'_> | pub | code | pub fn load_mode(&self) -> WebPageLoadModeSetter<'_>
7177 | method | impl WebPageSetter<'_> | pub | code | pub fn blocked_urls<'a, I>(&self, patterns: I) -> OpenPageResult<()> where I: Into<ActionsInput<'a>>,
7184 | method | impl WebPageSetter<'_> | pub | code | pub fn headers<'a, H>(&self, headers: H) -> OpenPageResult<()> where H: Into<HeadersInput<'a>>,
7191 | method | impl WebPageSetter<'_> | pub | code | pub fn user_agent(&self, user_agent: &str, platform: Option<&str>) -> OpenPageResult<()>
7195 | method | impl WebPageSetter<'_> | pub | code | pub fn encoding<E>(&self, encoding: E) -> OpenPageResult<()> where E: Into<SessionEncodingInput>,
7202 | method | impl WebPageSetter<'_> | pub | code | pub fn session_storage(&self, item: &str, value: Option<&str>) -> OpenPageResult<()>
7206 | method | impl WebPageSetter<'_> | pub | code | pub fn local_storage(&self, item: &str, value: Option<&str>) -> OpenPageResult<()>
7210 | method | impl WebPageSetter<'_> | pub | code | pub fn auto_handle_alert( &self, accept: Option<bool>, prompt_text: Option<&str>, ) -> OpenPageResult<()>
7218 | method | impl WebPageSetter<'_> | pub | code | pub fn cookies<'a, C>(&self, cookies: C) -> OpenPageResult<()> where C: Into<CookieInput<'a>>,
7225 | method | impl WebPageSetter<'_> | pub | code | pub fn clear_cookies(&self) -> OpenPageResult<()>
7229 | method | impl WebPageSetter<'_> | pub | code | pub fn remove_cookie( &self, name: &str, url: Option<&str>, domain: Option<&str>, path: Option<&str>, ) -> OpenPageResult<()>
7239 | method | impl WebPageSetter<'_> | pub | code | pub fn download_path(&self, path: &str) -> OpenPageResult<()>
7243 | method | impl WebPageSetter<'_> | pub | code | pub fn download_file_exists(&self, mode: DownloadFileExistsMode) -> OpenPageResult<()>
7247 | method | impl WebPageSetter<'_> | pub | code | pub fn when_download_file_exists(&self, mode: &str) -> OpenPageResult<()>
7251 | method | impl WebPageSetter<'_> | pub | code | pub fn download_file_name( &self, rename: Option<&str>, suffix: Option<&str>, ) -> OpenPageResult<()>
7260 | method | impl WebPageSetter<'_> | pub | code | pub fn upload_files<'a, F>(&self, files: F) -> OpenPageResult<()> where F: Into<UploadFilesInput<'a>>,
7267 | method | impl WebPageSetter<'_> | pub | code | pub fn upload_paths<'a, F>(&self, files: F) -> OpenPageResult<()> where F: Into<UploadFilesInput<'a>>,
7274 | method | impl WebPageSetter<'_> | pub | code | pub fn activate(&self) -> OpenPageResult<()>
7278 | method | impl WebPageSetter<'_> | pub | code | pub fn retry( &self, retry_times: Option<usize>, retry_interval_secs: Option<f64>, ) -> OpenPageResult<()>
7286 | method | impl WebPageSetter<'_> | pub | code | pub fn retry_times(&self, times: usize) -> OpenPageResult<()>
7290 | method | impl WebPageSetter<'_> | pub | code | pub fn retry_interval(&self, interval_secs: f64) -> OpenPageResult<()>
7294 | method | impl WebPageSetter<'_> | pub | code | pub fn timeout(&self, timeout_secs: f64) -> OpenPageResult<()>
7298 | method | impl WebPageSetter<'_> | pub | code | pub fn timeouts( &self, base_secs: Option<f64>, page_load_secs: Option<f64>, script_secs: Option<f64>, ) -> OpenPageResult<()>
7310 | method | impl WebPageCookieSetter<'_> | pub | code | pub fn set<'a, C>(&self, cookies: C) -> OpenPageResult<()> where C: Into<CookieInput<'a>>,
7317 | method | impl WebPageCookieSetter<'_> | pub | code | pub fn clear(&self) -> OpenPageResult<()>
7321 | method | impl WebPageCookieSetter<'_> | pub | code | pub fn remove( &self, name: &str, url: Option<&str>, domain: Option<&str>, path: Option<&str>, ) -> OpenPageResult<()>
7333 | method | impl WebPageWindowSetter<'_> | pub | code | pub fn max(&self) -> OpenPageResult<()>
7337 | method | impl WebPageWindowSetter<'_> | pub | code | pub fn mini(&self) -> OpenPageResult<()>
7341 | method | impl WebPageWindowSetter<'_> | pub | code | pub fn full(&self) -> OpenPageResult<()>
7345 | method | impl WebPageWindowSetter<'_> | pub | code | pub fn normal(&self) -> OpenPageResult<()>
7349 | method | impl WebPageWindowSetter<'_> | pub | code | pub fn size(&self, width: Option<i64>, height: Option<i64>) -> OpenPageResult<()>
7353 | method | impl WebPageWindowSetter<'_> | pub | code | pub fn location(&self, x: Option<i64>, y: Option<i64>) -> OpenPageResult<()>
7357 | method | impl WebPageWindowSetter<'_> | pub | code | pub fn hide(&self) -> OpenPageResult<()>
7361 | method | impl WebPageWindowSetter<'_> | pub | code | pub fn show(&self) -> OpenPageResult<()>
7367 | method | impl WebPageLoadModeSetter<'_> | pub | code | pub fn normal(&self) -> OpenPageResult<()>
7371 | method | impl WebPageLoadModeSetter<'_> | pub | code | pub fn eager(&self) -> OpenPageResult<()>
7375 | method | impl WebPageLoadModeSetter<'_> | pub | code | pub fn none(&self) -> OpenPageResult<()>
7380 | item | - | private | code | fn webpage_timeout_seconds_to_millis(seconds: f64) -> OpenPageResult<u64>
7412 | item | - | private | code | fn runtime_test_temp_dir(name: &str) -> PathBuf
7423 | item | - | private | code | fn launch_headless_test_webpage( name: &str, mode: WebMode, ) -> crate::OpenPageResult<(WebPage, PathBuf)>
7440 | item | - | private | code | fn write_test_html(path: &Path, html: &str) -> crate::OpenPageResult<()>
7449 | item | - | private | code | fn spawn_cookie_site() -> (u16, thread::JoinHandle<()>)
7486 | item | - | private | test | fn webpage_timeout_validation_follows_language_setting()
7510 | item | - | private | test | fn webpage_session_tail_driver_only_errors_follow_language_setting()
7553 | item | - | private | test | fn web_element_session_frame_errors_follow_language_setting()
7585 | item | - | private | test | fn web_element_session_static_find_aliases_delegate_to_snapshot()
7611 | item | - | private | test | fn webpage_session_frame_errors_follow_language_setting()
7658 | item | - | private | test | fn webpage_session_script_cdp_errors_follow_language_setting()
7718 | item | - | private | test | fn webpage_session_tool_errors_follow_language_setting()
7770 | item | - | private | test | fn web_element_session_driver_only_info_errors_follow_language_setting()
7808 | item | - | private | test | fn web_element_session_driver_only_scroll_resource_errors_follow_language_setting()
7846 | item | - | private | test | fn web_element_session_driver_only_interaction_errors_follow_language_setting()
7893 | item | - | private | test | fn web_element_session_driver_only_script_capture_errors_follow_language_setting()
7931 | item | - | private | test | fn web_element_session_driver_only_drag_set_errors_follow_language_setting()
7977 | item | - | private | test | fn web_element_session_driver_only_select_errors_follow_language_setting()
8015 | item | - | private | test | fn web_element_session_driver_only_cancel_select_errors_follow_language_setting()
8055 | item | - | private | test | fn web_element_session_driver_only_select_tail_rect_errors_follow_language_setting()
8093 | item | - | private | test | fn web_element_session_driver_only_wait_errors_follow_language_setting()
8131 | item | - | private | test | fn webpage_session_driver_action_errors_follow_language_setting()
8177 | item | - | private | test | fn webpage_session_click_helper_errors_follow_language_setting()
8233 | item | - | private | test | fn webpage_session_capture_errors_follow_language_setting()
8277 | item | - | private | test | fn webpage_session_viewport_navigation_errors_follow_language_setting()
8323 | item | - | private | test | fn webpage_session_scroll_errors_follow_language_setting()
8367 | item | - | private | test | fn webpage_session_element_mutation_errors_follow_language_setting()
8413 | item | - | private | test | fn webpage_browser_info_wrapper_signatures_accept_calls()
8414 | item | - | private | code | fn assert_calls(page: &WebPage)
8430 | item | - | private | test | fn webpage_listener_interceptor_alias_signatures_accept_calls()
8431 | item | - | private | code | fn assert_calls(page: &WebPage)
8442 | item | - | private | test | fn webpage_close_driver_and_close_session_signatures_accept_roundtrip_types()
8448 | item | - | private | test | fn webpage_exposes_browser_info_wrappers_at_runtime()
8477 | item | - | private | test | fn webpage_reconnect_rebuilds_browser_connection()
8520 | item | - | private | test | fn webpage_close_driver_returns_session_page_with_synced_state()
8572 | item | - | private | test | fn webpage_close_session_returns_driver_page_with_synced_state()
8618 | item | - | private | test | fn webpage_close_can_close_other_tabs_without_closing_self()
8669 | item | - | private | test | fn webpage_tab_wrappers_return_webpage_objects_when_requested()
8734 | item | - | private | test | fn webpage_new_tab_click_helpers_return_webpage_objects()
8746 | item | - | private | code | const newTabUrl = 'about:blank#webpage-new-tab';
8747 | item | - | private | code | const middleUrl = 'about:blank#webpage-middle-tab';
8788 | item | - | private | test | fn webframe_new_tab_click_helpers_return_webpage_references()
8800 | item | - | private | code | const newTabUrl = 'about:blank#webframe-new-tab';
8801 | item | - | private | code | const middleUrl = 'about:blank#webframe-middle-tab';
8874 | item | - | private | test | fn webframe_tab_references_preserve_mix_context()
8989 | item | - | private | test | fn mix_webelement_get_frame_preserves_webframe_context()
9086 | item | - | private | test | fn disconnected_webframe_reconnect_preserves_mix_context()
9151 | item | - | private | test | fn webframe_reconnect_preserves_mix_runtime_config()
9237 | item | - | private | test | fn nested_webframe_reconnect_preserves_mix_runtime_config()
9346 | item | - | private | test | fn webelement_new_tab_click_helpers_return_webpage_references()
9358 | item | - | private | code | const newTabUrl = 'about:blank#webelement-new-tab';
9359 | item | - | private | code | const middleUrl = 'about:blank#webelement-middle-tab';
9436 | item | - | private | test | fn page_and_frame_find_signatures_accept_by_tuples()
